Model_Strategy,Round,METRIC,Count,Min,Q1,Median,Q3,Max,IQR,True Min (Non-outlier),True Max (Non-outlier)
gru_diff-diff_metrics_round50.csv,50,SMAPE (%),1410,1.1121689141391242,10.853754391198592,15.999885058402743,24.787298594127474,200.0,13.933544202928882,1.1121689141391242,45.4273538222514
gru_fedAvg_diff0_metrics_round50.csv,50,SMAPE (%),1410,1.0727745924066308,10.611419390101817,15.581560833101204,24.375062886697137,200.0,13.76364349659532,1.0727745924066308,44.95343443640499
gru_fedAvg_lr_metrics_round50.csv,50,SMAPE (%),1410,1.0851755760056496,10.738411393716566,15.804033393566005,24.58826627079187,200.0,13.849854877075304,1.0851755760056496,45.240225864090746
gru_fedProx_diff_metrics_round50.csv,50,SMAPE (%),1410,1.2642156520515848,11.04309483224072,16.219311208394444,24.595510682247507,200.0,13.552415850006787,1.2642156520515848,44.84848040954338
gru_fedProx_metrics_round50.csv,50,SMAPE (%),1410,1.2671865040387351,11.161736192461353,16.601623848050338,25.61424445434026,200.0,14.452508261878906,1.2671865040387351,46.64932676725782
gru_scaffold_diff_metrics_round50.csv,50,SMAPE (%),1410,1.0599673379441967,10.217279554195297,14.972237483536436,23.4467604443481,200.0,13.229480890152804,1.0599673379441967,43.06964223744777
gru_scaffold_lr_metrics_round50.csv,50,SMAPE (%),1410,0.8684257655678148,10.542551208795658,15.370374054468854,23.7505807804997,200.0,13.208029571704042,0.8684257655678148,43.49600416646707
lstm_diff-diff_metrics_round50.csv,50,SMAPE (%),1410,1.0748258882901471,11.011186097436369,16.260636716263082,25.30353948235112,200.0,14.292353384914751,1.0748258882901471,46.54398051756751
lstm_fedAvg_diff0_metrics_round50.csv,50,SMAPE (%),1410,1.042874004928746,10.899656664095762,16.290048108223925,25.60839666086911,200.0,14.70873999677335,1.042874004928746,47.45637455141532
lstm_fedAvg_lr_metrics_round50.csv,50,SMAPE (%),1410,1.087523741812859,10.934759829611147,16.221674558532854,25.30382021162368,200.0,14.369060382012533,1.087523741812859,46.49556576084647
lstm_fedProx_diff_metrics_round50.csv,50,SMAPE (%),1410,1.1909239027405962,11.729448452865757,17.560588253465752,27.160315513458457,200.0,15.4308670605927,1.1909239027405962,49.80605623800011
lstm_fedProx_metrics_round50.csv,50,SMAPE (%),1410,1.1362301412652287,11.765450397297089,17.428926265319873,26.80113602413271,200.0,15.03568562683562,1.1362301412652287,49.33853690034764
lstm_scaffold_diff_metrics_round50.csv,50,SMAPE (%),1410,0.9643567524259667,10.444515322426042,15.303537065354503,24.117926529315547,200.0,13.673411206889504,0.9643567524259667,44.34208544216936
lstm_scaffold_lr_metrics_round50.csv,50,SMAPE (%),1410,1.0881176214982913,10.407887519530417,15.278183041144933,23.772576677154213,200.0,13.364689157623795,1.0881176214982913,43.81109888101594
